6,z66
3,z33
8,z88
5,z55
0,z00
2,z22
2,z22
1,z11
0,z00
3,z33
0,z00
6,z66
7,z77
9,z99
10,z1010
6,z66
6,z66
3,z33
7,z77
9,z99
9,z99
3,z33
5,z55
4,z44
7,z77
6,z66
6,z66
0,z00
9,z99
7,z77
1,z11
5,z55
7,z77
0,z00
7,z77
10,z1010
10,z1010
3,z33
10,z1010
1,z11
2,z22
1,z11
3,z33
9,z99
10,z1010
4,z44
8,z88
8,z88
9,z99
0,z00
5,z55
1,z11
7,z77
9,z99
6,z66
7,z77
4,z44
4,z44
3,z33
2,z22
3,z33
2,z22
7,z77
0,z00
2,z22
5,z55
2,z22
9,z99
0,z00
7,z77
5,z55
2,z22
1,z11
4,z44
2,z22
10,z1010
7,z77
6,z66
8,z88
7,z77
8,z88
3,z33
7,z77
0,z00
10,z1010
0,z00
1,z11
2,z22
1,z11
9,z99
6,z66
7,z77
7,z77
10,z1010
7,z77
7,z77
9,z99
6,z66
7,z77
10,z1010
6,z66
4,z44
3,z33
3,z33
7,z77
7,z77
6,z66
10,z1010
8,z88
5,z55
5,z55
1,z11
1,z11
10,z1010
5,z55
5,z55
6,z66
5,z55
3,z33
6,z66
7,z77
10,z1010
3,z33
5,z55
3,z33
6,z66
2,z22
10,z1010
6,z66
9,z99
6,z66
0,z00
9,z99
6,z66
1,z11
7,z77
6,z66
7,z77
5,z55
0,z00
5,z55
8,z88
2,z22
7,z77
6,z66
2,z22
3,z33
8,z88
10,z1010
3,z33
5,z55
9,z99
3,z33
2,z22
6,z66
7,z77
6,z66
9,z99
6,z66
2,z22
4,z44
5,z55
8,z88
6,z66
8,z88
9,z99
0,z00
10,z1010
7,z77
6,z66
8,z88
8,z88
2,z22
7,z77
10,z1010
6,z66
1,z11
3,z33
4,z44
6,z66
9,z99
5,z55
8,z88
0,z00
8,z88
4,z44
9,z99
5,z55
3,z33
1,z11
4,z44
1,z11
1,z11
5,z55
7,z77
0,z00
0,z00
2,z22
9,z99
5,z55
4,z44
2,z22
2,z22
10,z1010
1,z11
6,z66
3,z33
0,z00
9,z99
10,z1010
0,z00
8,z88
1,z11
8,z88
4,z44
8,z88
6,z66
10,z1010
2,z22
0,z00
7,z77
10,z1010
4,z44
7,z77
7,z77
10,z1010
10,z1010
6,z66
5,z55
9,z99
5,z55
9,z99
2,z22
0,z00
9,z99
1,z11
9,z99
3,z33
7,z77
2,z22
2,z22
1,z11
6,z66
6,z66
10,z1010
10,z1010
0,z00
9,z99
4,z44
3,z33
0,z00
9,z99
3,z33
0,z00
9,z99
2,z22
4,z44
6,z66
3,z33
1,z11
9,z99
9,z99
5,z55
7,z77
7,z77
9,z99
4,z44
1,z11
4,z44
1,z11
6,z66
4,z44
7,z77
1,z11
10,z1010
5,z55
8,z88
5,z55
3,z33
6,z66
5,z55
8,z88
2,z22
9,z99
7,z77
10,z1010
1,z11
10,z1010
7,z77
5,z55
10,z1010
3,z33
1,z11
6,z66
0,z00
4,z44
10,z1010
10,z1010
3,z33
2,z22
6,z66
3,z33
9,z99
5,z55
8,z88
8,z88
9,z99
5,z55
8,z88
5,z55
9,z99
6,z66
4,z44
10,z1010
9,z99
6,z66
3,z33
10,z1010
1,z11
7,z77
2,z22
9,z99
2,z22
2,z22
3,z33
4,z44
1,z11
0,z00
0,z00
9,z99
1,z11
1,z11
1,z11
5,z55
5,z55
8,z88
6,z66
1,z11
1,z11
9,z99
3,z33
6,z66
4,z44
1,z11
6,z66
10,z1010
4,z44
0,z00
1,z11
5,z55
0,z00
6,z66
10,z1010
9,z99
3,z33
9,z99
9,z99
7,z77
0,z00
8,z88
3,z33
2,z22
3,z33
9,z99
9,z99
5,z55
4,z44
1,z11
3,z33
5,z55
3,z33
4,z44
6,z66
4,z44
3,z33
3,z33
1,z11
1,z11
2,z22
2,z22
5,z55
1,z11
4,z44
8,z88
1,z11
4,z44
3,z33
6,z66
2,z22
6,z66
1,z11
1,z11
3,z33
8,z88
4,z44
8,z88
1,z11
1,z11
10,z1010
4,z44
4,z44
10,z1010
4,z44
5,z55
2,z22
1,z11
8,z88
10,z1010
8,z88
9,z99
10,z1010
0,z00
1,z11
1,z11
1,z11
5,z55
2,z22
0,z00
9,z99
5,z55
6,z66
1,z11
9,z99
1,z11
0,z00
5,z55
5,z55
1,z11
2,z22
4,z44
9,z99
8,z88
9,z99
2,z22
0,z00
5,z55
2,z22
3,z33
9,z99
6,z66
7,z77
5,z55
5,z55
5,z55
8,z88
9,z99
2,z22
9,z99
8,z88
4,z44
6,z66
5,z55
9,z99
0,z00
2,z22
10,z1010
6,z66
6,z66
2,z22
3,z33
4,z44
0,z00
10,z1010
9,z99
4,z44
9,z99
4,z44
2,z22
10,z1010
6,z66
7,z77
6,z66
4,z44
10,z1010
5,z55
5,z55
9,z99
4,z44
0,z00
9,z99
7,z77
8,z88
1,z11
1,z11
7,z77
3,z33
10,z1010
6,z66
6,z66
8,z88
5,z55
0,z00
8,z88
10,z1010
9,z99
3,z33
5,z55
4,z44
6,z66
7,z77
5,z55
9,z99
9,z99
6,z66
5,z55
8,z88
4,z44
0,z00
9,z99
7,z77
5,z55
8,z88
9,z99
4,z44
6,z66
6,z66
7,z77
4,z44
8,z88
5,z55
5,z55
10,z1010
7,z77
1,z11
10,z1010
3,z33
6,z66
6,z66
7,z77
8,z88
2,z22
6,z66
5,z55
0,z00
1,z11
9,z99
10,z1010
0,z00
0,z00
3,z33
7,z77
6,z66
0,z00
10,z1010
2,z22
9,z99
2,z22
3,z33
7,z77
9,z99
10,z1010
4,z44
8,z88
7,z77
9,z99
2,z22
1,z11
5,z55
9,z99
4,z44
1,z11
7,z77
7,z77
5,z55
8,z88
1,z11
7,z77
0,z00
6,z66
6,z66
0,z00
10,z1010
3,z33
7,z77
1,z11
10,z1010
1,z11
6,z66
5,z55
6,z66
4,z44
6,z66
5,z55
1,z11
3,z33
10,z1010
2,z22
0,z00
4,z44
5,z55
7,z77
6,z66
1,z11
1,z11
0,z00
8,z88
1,z11
10,z1010
0,z00
4,z44
2,z22
8,z88
5,z55
2,z22
1,z11
9,z99
2,z22
9,z99
1,z11
8,z88
8,z88
8,z88
2,z22
10,z1010
0,z00
6,z66
2,z22
7,z77
3,z33
4,z44
6,z66
0,z00
8,z88
9,z99
8,z88
4,z44
5,z55
3,z33
10,z1010
2,z22
3,z33
3,z33
9,z99
9,z99
9,z99
8,z88
7,z77
7,z77
0,z00
7,z77
6,z66
0,z00
3,z33
7,z77
2,z22
2,z22
10,z1010
7,z77
8,z88
2,z22
8,z88
8,z88
5,z55
1,z11
10,z1010
8,z88
4,z44
3,z33
10,z1010
1,z11
8,z88
10,z1010
8,z88
9,z99
2,z22
5,z55
9,z99
9,z99
2,z22
7,z77
7,z77
3,z33
3,z33
5,z55
5,z55
10,z1010
1,z11
8,z88
7,z77
3,z33
5,z55
1,z11
9,z99
10,z1010
9,z99
2,z22
7,z77
7,z77
7,z77
8,z88
9,z99
1,z11
9,z99
10,z1010
1,z11
9,z99
9,z99
3,z33
7,z77
6,z66
7,z77
5,z55
3,z33
2,z22
2,z22
